trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
16,False,"{'a': 0.5, 'e': 0.9982501633374304}",20,0,-94.80411460657635,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.998009154755545}",25,0,-109.83559028219892,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.997752618526665}",20,0,-11.152579249900969,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.9974805586421406}",30,0,-160.6608887861421,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.9971929793348489}",30,0,-98.68944541190875,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.9968898850791272}",20,0,-97.28346598300706,"{0: 12, 1: 4, 2: 1, 3: 2, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.9965712805907048}",20,0,-92.97109347583549,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.9962371708266281}",20,0,-80.09478634562133,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9958875609851848}",30,0,-137.53918822539993,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.9955224565058222}",30,0,-69.75495668231834,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9951418630690625}",30,0,-39.04622461512578,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.9947457865964154}",25,0,-136.51347535077042,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
28,False,"{'a': 0.5, 'e': 0.9943342332502848}",20,0,-128.07149543674794,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.9939072094338736}",30,0,-98.0777913799734,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.9934647217910838}",25,0,-142.39471893884246,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.9930067772064133}",25,0,-137.59918229487738,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9925333828048488}",20,3,-71.80842352015837,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
33,False,"{'a': 0.5, 'e': 0.9920445459517546}",20,0,-106.48545393325878,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.9915402742527585}",25,0,-186.12561421179234,"{0: 10, 1: 5, 2: 7, 3: 1, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.9910205755536332}",30,0,-152.6618588153734,"{0: 16, 1: 2, 2: 10, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.9904854579401741}",20,0,-118.58588683838776,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9899349297380738}",20,0,-103.28201273795624,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.9893689995127926}",20,0,-48.092192668416914,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.9887876760694244}",25,0,-156.5631507643223,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.9881909684525613}",25,0,-211.66732793064412,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
41,False,"{'a': 0.5, 'e': 0.9875788859461511}",20,0,-55.896169517580454,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.9869514380733541}",20,0,-40.88265618270661,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.9863086345963944}",30,0,-216.46087588828047,"{0: 19, 1: 0, 2: 6, 3: 1, 4: 4}",0
44,False,"{'a': 0.5, 'e': 0.9856504855164084}",20,0,-34.72651240740193,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.9849770010732886}",20,0,-15.208512008920987,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.9842881917455246}",30,0,-22.490804705691176,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.9835840682500405}",25,0,-139.4143964494007,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.9828646415420272}",20,0,-132.83561540928292,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.9821299228147731}",30,0,-227.5819047649225,"{0: 13, 1: 4, 2: 8, 3: 3, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.9813799234994885}",30,0,-127.77017626057052,"{0: 18, 1: 1, 2: 8, 3: 3, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.9806146552651297}",20,0,-179.26407670575082,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
52,False,"{'a': 0.5, 'e': 0.9798341300182153}",20,0,-94.79862028734932,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.9790383599026425}",25,0,-157.6106037045826,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.9782273572994977}",25,1,-144.33222490690366,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 2}",1
55,False,"{'a': 0.5, 'e': 0.9774011348268636}",20,0,-187.64497720898044,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
56,False,"{'a': 0.5, 'e': 0.9765597053396233}",30,0,-316.43859982746767,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 5}",0
57,False,"{'a': 0.5, 'e': 0.9757030819292598}",20,0,-173.43864297066622,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
58,False,"{'a': 0.5, 'e': 0.9748312779236528}",25,0,-83.91317025479769,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.9739443068868711}",25,0,-154.59528073152288,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.9730421826189617}",20,0,-106.51133743807303,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.9721249191557348}",20,0,-1.273134582167747,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.9711925307685458}",20,8,-78.57837504860488,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.970245031964073}",20,0,-101.99261620032215,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.9692824374840918}",25,0,-111.91314847059328,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.9683047623052459}",25,0,-174.03235562732056,"{0: 14, 1: 0, 2: 7, 3: 2, 4: 2}",0
66,False,"{'a': 0.5, 'e': 0.9673120216388135}",25,0,-53.961600930759126,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.9663042309304711}",25,0,-160.66560374701675,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
68,False,"{'a': 0.5, 'e': 0.9652814058600534}",20,0,-66.65624062988431,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.9642435623413087}",20,15,8.565671355602326,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.9631907165216519}",35,0,-137.4405395799947,"{0: 23, 1: 2, 2: 7, 3: 2, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.9621228847819129}",20,9,-57.04418061145982,"{0: 5, 1: 1, 2: 4, 3: 1, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.9610400837360817}",20,0,-93.25156848489131,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.9599423302310505}",25,0,-77.0147158380325,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.9588296413463508}",25,0,-104.43717581487549,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.9577020343938881}",20,0,-106.9360419919489,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.9565595269176728}",25,0,-53.09760119483939,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9554021366935462}",25,0,-69.70870984750555,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.9542298817289053}",35,0,-109.0069292960673,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.9530427802624218}",20,0,-128.69326488513104,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
80,False,"{'a': 0.5, 'e': 0.9518408507637585}",25,0,-47.148807307863876,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.9506241119332816}",25,0,-73.09600772875238,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.9493925827017707}",25,0,-77.13080987794518,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.9481462822301232}",30,0,-69.77897429364882,"{0: 21, 1: 0, 2: 9, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.9468852299090569}",20,0,-117.55921203683927,"{0: 9, 1: 3, 2: 5, 3: 3, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.9456094453588078}",25,0,-193.597734455264,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
86,False,"{'a': 0.5, 'e': 0.9443189484288254}",25,0,9.913744560133974,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.9430137591974631}",35,0,-213.0545549798642,"{0: 23, 1: 3, 2: 4, 3: 1, 4: 4}",0
88,False,"{'a': 0.5, 'e': 0.9416938979716668}",35,0,-151.64560322126943,"{0: 24, 1: 2, 2: 6, 3: 1, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.9403593852866581}",25,0,-126.2544797826952,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
90,False,"{'a': 0.5, 'e': 0.939010241905615}",30,0,-148.61999612230144,"{0: 18, 1: 2, 2: 6, 3: 3, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.9376464888193493}",30,0,-271.1396523502585,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 5}",0
92,False,"{'a': 0.5, 'e': 0.9362681472459794}",30,0,-97.4349869406866,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.9348752386306005}",20,0,-175.9800081468684,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
94,False,"{'a': 0.5, 'e': 0.9334677846449512}",25,17,-6.100247288635042,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.9320458071870754}",30,0,-167.10983345628782,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
96,False,"{'a': 0.5, 'e': 0.9306093283809829}",25,0,-154.7688704034885,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 3}",0
97,False,"{'a': 0.5, 'e': 0.929158370576304}",20,0,-127.8971838425671,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.9276929563479425}",25,0,-144.0658082037538,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.9262131084957241}",30,5,-63.87721780707403,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.924718850044042}",20,0,-219.38678569752702,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 4}",0
101,False,"{'a': 0.5, 'e': 0.9232102042414981}",20,0,-58.10691896903769,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.9216871945605422}",20,0,-81.78701882228133,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.9201498446971056}",20,0,-89.11442045774459,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9185981785702335}",25,0,-78.3758630361806,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.9170322203217125}",25,0,-85.40897468980182,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.9154519943156946}",20,0,-146.32686175134623,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9138575251383185}",30,0,-99.64551906734809,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.9122488375973272}",20,0,-119.42041146523576,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.9106259567216819}",25,0,-200.74064926460122,"{0: 13, 1: 5, 2: 1, 3: 3, 4: 3}",0
110,False,"{'a': 0.5, 'e': 0.9089889077611721}",20,0,-47.31903472098238,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.9073377161860238}",25,0,-133.483772635966,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
112,False,"{'a': 0.5, 'e': 0.9056724076865018}",20,11,-43.72105662231252,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.9039930081725116}",25,0,-159.55386103994275,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
114,False,"{'a': 0.5, 'e': 0.9022995437731949}",20,0,-127.45664199176849,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.9005920408365238}",25,0,-137.64793885928256,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
116,False,"{'a': 0.5, 'e': 0.8988705259288909}",20,0,-110.16505721260017,"{0: 9, 1: 4, 2: 4, 3: 3, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.8971350258346954}",25,0,-143.7213249383706,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
118,False,"{'a': 0.5, 'e': 0.895385567555927}",25,6,-75.23886117121829,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.8936221783117455}",25,0,-155.55660298718558,"{0: 11, 1: 5, 2: 6, 3: 2, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.891844885538057}",25,0,-105.5901629095078,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.8900537168870878}",20,0,-102.77395654216554,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.8882487002269535}",30,0,-77.61678232970071,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.8864298636412256}",20,0,-81.87143740110844,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.8845972354284946}",25,19,2.3596728941260894,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.8827508441019298}",20,0,-48.27061177059329,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.8808907183888357}",20,0,-157.14733649026272,"{0: 9, 1: 0, 2: 7, 3: 3, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.8790168872302048}",20,2,-69.44858435454834,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.8771293797802671}",20,0,-93.22843319148873,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.8752282254060374}",25,0,-103.37344620149777,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.8733134536868576}",20,14,8.483520645861514,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.8713850944139366}",20,10,4.377504333425485,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.8694431775898871}",20,0,-18.871460317283873,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.8674877334282586}",20,0,-190.9926260153074,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
134,False,"{'a': 0.5, 'e': 0.8655187923530672}",20,0,-43.59791228196739,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.8635363849983224}",30,0,-169.05391467986732,"{0: 17, 1: 0, 2: 9, 3: 3, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.8615405422075505}",25,12,-113.77350621458285,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 2}",1
137,False,"{'a': 0.5, 'e': 0.8595312950333147}",20,0,-61.939363171293515,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.857508674736732}",25,0,-71.13930280067963,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.8554727127869864}",20,0,-79.89167014234177,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.8534234408608401}",20,0,-155.11790205374004,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
141,False,"{'a': 0.5, 'e': 0.8513608908421398}",20,0,-90.53470993669822,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.8492850948213214}",30,0,-94.9918036417834,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.84719608509491}",30,0,-144.23656707773995,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
144,False,"{'a': 0.5, 'e': 0.8450938941650177}",25,4,-133.5807804079107,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 2}",1
145,False,"{'a': 0.5, 'e': 0.8429785547388384}",20,0,-133.35665442594214,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.8408500997281382}",20,0,-147.72927910843444,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
147,False,"{'a': 0.5, 'e': 0.8387085622487435}",20,9,-17.525634201860488,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.836553975620026}",20,0,-53.23726511024045,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.8343863733643844}",25,0,-204.9720472194849,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
150,False,"{'a': 0.5, 'e': 0.8322057892067222}",25,0,-81.01204449750904,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.8300122570739237}",30,0,-231.88121990449872,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
152,False,"{'a': 0.5, 'e': 0.8278058110943258}",25,0,-59.17616978575731,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.8255864855971871}",25,2,-62.628854508669406,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.8233543151121534}",25,0,-126.72840180561005,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.8211093343687214}",30,0,-189.06840636761183,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
156,False,"{'a': 0.5, 'e': 0.8188515782956971}",20,3,-106.83697049095267,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.8165810820206537}",25,0,-177.51822095774455,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
158,False,"{'a': 0.5, 'e': 0.8142978808693839}",25,0,-115.42491456853894,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.8120020103653509}",30,0,-155.95955108289934,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.8096935062291355}",20,0,-62.1590296982862,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.8073724043778806}",20,0,-92.95366141703732,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.805038740924732}",20,12,-5.753460492449545,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.802692552178277}",30,0,-162.60215763703707,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
164,False,"{'a': 0.5, 'e': 0.8003338746419787}",20,0,-108.25006737961944,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.7979627450136089}",20,0,-59.35452900029135,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
166,False,"{'a': 0.5, 'e': 0.7955792001846769}",25,0,-46.09228454660035,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.793183277239855}",20,3,-48.50803720515694,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.7907750134564023}",25,5,-138.32035905390632,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",1
169,False,"{'a': 0.5, 'e': 0.7883544463035842}",30,0,-163.00856139342406,"{0: 19, 1: 3, 2: 3, 3: 3, 4: 2}",0
170,False,"{'a': 0.5, 'e': 0.7859216134420897}",25,0,-172.40900717297632,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
171,False,"{'a': 0.5, 'e': 0.7834765527234451}",20,0,-113.87814628310599,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.7810193021894253}",30,0,-84.33536552782559,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.7785499000714621}",20,0,-101.49173535000986,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.7760683847900491}",25,9,-33.658433782012175,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.7735747949541442}",20,0,-0.3670560651884127,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.7710691693605685}",20,0,-20.628206805230647,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.7685515469934029}",25,2,-79.74392375118047,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.7660219670233819}",25,0,-132.86158770680814,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.7634804688072833}",30,19,-46.24446192024956,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.7609270918873169}",20,0,-81.59629097546322,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.7583618759905082}",20,0,-109.55025723269412,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.7557848610280815}",20,0,-58.83237786372712,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.7531960870948379}",20,0,-89.9060442256118,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.7505955944685317}",25,0,-167.1593632114906,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
185,False,"{'a': 0.5, 'e': 0.7479834236092445}",20,11,-53.88961533943891,"{0: 4, 1: 0, 2: 4, 3: 1, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.7453596151587548}",20,0,-81.1810078367784,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.7427242099399057}",20,6,-19.565033252524906,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.7400772489559705}",20,0,-23.382857722818216,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.7374187733900138}",20,0,-108.05512958272399,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.734748824604252}",20,0,-14.440893400520578,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.732067444139408}",20,0,-206.50447218008267,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
192,False,"{'a': 0.5, 'e': 0.7293746737140667}",30,0,-55.26823428893455,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.7266705552240246}",20,0,-33.63285918210922,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.7239551307416384}",25,0,-120.27536092749585,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.721228442515171}",30,13,-22.46982643900458,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.7184905329681333}",25,3,-4.8586168672575685,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.7157414446986242}",25,0,-103.93288867673702,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.7129812204786684}",20,0,-142.95023407693876,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.7102099032535508}",30,0,8.83080375544695,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
